short_name,age,nationality_name,overall,potential,club_name,value_eur,wage_eur,player_positions
D. D'Ambrosio,32,Italy,79,79,Inter,11500000.0,85000.0,CB
Lucas Pérez,32,Spain,79,79,Elche CF,14000000.0,28000.0,ST
Cristian Tello,29,Spain,79,79,Real Betis Balompié,17000000.0,30000.0,LM
B. Lecomte,30,France,79,80,Atlético de Madrid,13000000.0,41000.0,GK
C. Coady,28,England,79,81,Wolverhampton Wanderers,17500000.0,80000.0,CB
E. Dier,27,England,79,80,Tottenham Hotspur,17500000.0,81000.0,CB
Deulofeu,27,Spain,79,79,Udinese Calcio,18500000.0,22000.0,LM
Sergi Darder,27,Spain,79,80,RCD Espanyol de Barcelona,20000000.0,24000.0,CM
K. Bellarabi,31,Germany,79,79,Bayer 04 Leverkusen,14500000.0,60000.0,RW
Álvaro,31,Spain,79,79,Olympique de Marseille,12000000.0,40000.0,CB
C. Kramer,30,Germany,79,79,Borussia Mönchengladbach,14500000.0,31000.0,CDM
Edgar Badia,29,Spain,79,80,Elche CF,13500000.0,20000.0,GK
B. Mendy,26,France,79,80,Manchester City,19000000.0,105000.0,LB
A. Plea,28,France,79,79,Borussia Mönchengladbach,18000000.0,38000.0,ST
Manu Trigueros,29,Spain,79,79,Villarreal CF,17000000.0,39000.0,CM
Kepa,26,Spain,79,83,Chelsea,19000000.0,76000.0,GK
J. Lingard,28,England,79,79,Manchester United,17500000.0,115000.0,CAM
Matheus,28,Brazil,79,81,SC Braga,15000000.0,15000.0,GK
A. Doucouré,28,France,79,79,Everton,17500000.0,87000.0,CM
C. Günter,28,Germany,79,79,Sport-Club Freiburg,16000000.0,32000.0,LB
De Tomás,26,Spain,79,82,RCD Espanyol de Barcelona,23000000.0,26000.0,ST
J. Hofmann,28,Germany,79,79,Borussia Mönchengladbach,17500000.0,35000.0,CM
Rubén García,27,Spain,79,79,CA Osasuna,18500000.0,33000.0,LM
Rubén Peña,29,Spain,79,79,Villarreal CF,15500000.0,35000.0,RB
K. Demirbay,27,Germany,79,79,Bayer 04 Leverkusen,18500000.0,55000.0,CM
V. Grifo,28,Italy,79,79,Sport-Club Freiburg,17500000.0,35000.0,LM
F. Bernardeschi,27,Italy,79,79,Juventus,18500000.0,77000.0,CAM
José Sá,28,Portugal,79,81,Wolverhampton Wanderers,15000000.0,65000.0,GK
Ricardo Horta,26,Portugal,79,80,SC Braga,21000000.0,20000.0,CF
A. Izzo,29,Italy,79,80,Torino F.C.,16000000.0,47000.0,CB
D. Zappacosta,29,Italy,79,79,Atalanta,15500000.0,51000.0,RWB
A. Saint-Maximin,24,France,79,84,Newcastle United,26500000.0,41000.0,LM
Paulinho,28,Portugal,79,79,Sporting CP,18000000.0,19000.0,ST
M. Dahoud,25,Germany,79,82,Borussia Dortmund,23000000.0,56000.0,CM
T. Bakayoko,26,France,79,81,AC Milan,19500000.0,95000.0,CDM
J. Weigl,25,Germany,79,82,SL Benfica,23000000.0,16000.0,CM
Mata,32,Spain,79,79,Getafe CF,14000000.0,36000.0,ST
R. Aguilar,28,France,79,79,AS Monaco,16000000.0,53000.0,RB
A. Meret,24,Italy,79,86,Napoli,30000000.0,40000.0,GK
E. Buendía,24,Argentina,79,84,Aston Villa,26500000.0,61000.0,RM
Aritz Elustondo,27,Spain,79,81,Real Sociedad,18500000.0,34000.0,CB
Pablo Fornals,25,Spain,79,82,West Ham United,23000000.0,69000.0,LM
B. Pavard,25,France,79,82,FC Bayern München,21500000.0,64000.0,RB
M. Thuram,23,France,79,85,Borussia Mönchengladbach,27500000.0,29000.0,LM
E. Ávila,27,Argentina,79,80,CA Osasuna,20500000.0,36000.0,ST
Ronaldo Esler,21,Brazil,79,79,Fortaleza,19000000.0,12000.0,LB
Adnan Vidual,29,Brazil,79,79,Internacional,15500000.0,32000.0,RB
Everton Andrão,25,Brazil,79,79,Fluminense,17000000.0,26000.0,CDM
Melvin Parrela,21,Brazil,79,79,RB Bragantino,18500000.0,15000.0,CDM
Gabri Prestão,29,Brazil,79,79,Internacional,12000000.0,26000.0,GK
Luimo Boas Santos,21,Brazil,79,79,Santos,21000000.0,27000.0,ST
Gabriel,23,Brazil,79,84,Arsenal,24000000.0,65000.0,CB
F. Tomori,23,England,79,85,AC Milan,25000000.0,35000.0,CB
Zubeldia,24,Spain,79,84,Real Sociedad,24000000.0,29000.0,CB
Odriozola,25,Spain,79,82,Fiorentina,21500000.0,120000.0,RB
J. Ikoné,23,France,79,83,LOSC Lille,25000000.0,36000.0,RM
Lucas Veríssimo,25,Brazil,79,84,SL Benfica,23000000.0,15000.0,CB
M. Senesi,24,Argentina,79,85,Feyenoord,25000000.0,12000.0,CB
M. Kean,21,Italy,79,87,Juventus,39500000.0,69000.0,ST
David Neres,24,Brazil,79,83,Ajax,25000000.0,19000.0,RW
L. Martínez,23,Argentina,79,85,Ajax,25000000.0,16000.0,CB
Matheus Cunha,22,Brazil,79,86,Atlético de Madrid,35500000.0,48000.0,CAM
A. Tchouaméni,21,France,79,85,AS Monaco,28000000.0,41000.0,CM
Rodrygo,20,Brazil,79,88,Real Madrid CF,38500000.0,115000.0,RW
M. Lacroix,21,France,79,86,VfL Wolfsburg,33000000.0,42000.0,CB
Emerson,22,Brazil,79,84,Tottenham Hotspur,25000000.0,70000.0,RB
Bruno Guimarães,23,Brazil,79,84,Olympique Lyonnais,24500000.0,52000.0,CDM
J. Bellingham,18,England,79,89,Borussia Dortmund,37000000.0,21000.0,CM
Antony,21,Brazil,79,88,Ajax,39500000.0,17000.0,RW
Pepe Reina,38,Spain,78,78,Lazio,1600000.0,27000.0,GK
Negredo,35,Spain,78,78,Cádiz CF,6000000.0,27000.0,ST
A. Young,35,England,78,78,Aston Villa,4300000.0,42000.0,LWB
F. Quagliarella,38,Italy,78,78,U.C. Sampdoria,4800000.0,19000.0,ST
B. Foster,38,England,78,78,Watford,1600000.0,27000.0,GK
L. Koscielny,35,France,78,78,FC Girondins de Bordeaux,3700000.0,19000.0,CB
E. Lamela,29,Argentina,78,78,Sevilla FC,14000000.0,30000.0,RM
C. Ansaldi,34,Argentina,78,78,Torino F.C.,5000000.0,41000.0,LWB
Pedro León,34,Spain,78,78,CF Fuenlabrada,6500000.0,10000.0,RM
Ángel,34,Spain,78,78,RCD Mallorca,7000000.0,31000.0,ST
Miguel Veloso,35,Portugal,78,78,Hellas Verona,5500000.0,22000.0,CM
Juan Mata,33,Spain,78,78,Manchester United,9000000.0,100000.0,CAM
E. Capoue,32,France,78,78,Villarreal CF,11000000.0,33000.0,CM
Marcelo,34,Brazil,78,78,Olympique Lyonnais,4600000.0,55000.0,CB
M. Sissoko,31,France,78,78,Watford,10000000.0,51000.0,CDM
M. Darmian,31,Italy,78,78,Inter,10000000.0,77000.0,RWB
S. Nzonzi,32,France,78,78,Roma,9500000.0,47000.0,CDM
F. Caputo,33,Italy,78,78,U.C. Sampdoria,9000000.0,38000.0,ST
G. Bonaventura,31,Italy,78,78,Fiorentina,11500000.0,52000.0,CM
A. Westwood,31,England,78,78,Burnley,10000000.0,36000.0,CDM
Pedro,33,Spain,78,78,Lazio,9000000.0,61000.0,CF
C. Smalling,31,England,78,78,Roma,9500000.0,47000.0,CB
J. Pastore,32,Argentina,78,78,Elche CF,11000000.0,23000.0,CAM
Kike García,31,Spain,78,78,CA Osasuna,12000000.0,33000.0,ST
Escudero,31,Spain,78,78,Granada CF,10000000.0,24000.0,LB
Jaume Costa,33,Spain,78,78,RCD Mallorca,7500000.0,26000.0,LB
R. Soriano,30,Italy,78,78,Bologna,13500000.0,35000.0,CAM
Víctor Ruiz,32,Spain,78,78,Real Betis Balompié,9000000.0,24000.0,CB
Laguardia,31,Spain,78,78,Deportivo Alavés,9500000.0,25000.0,CB
Fransérgio,30,Brazil,78,78,FC Girondins de Bordeaux,13500000.0,29000.0,CM
R. Barkley,27,England,78,79,Chelsea,16000000.0,95000.0,CAM
Oriol Romeu,29,Spain,78,78,Southampton,12000000.0,53000.0,CDM
Vitolo,31,Spain,78,78,Getafe CF,11500000.0,50000.0,LM
L. Dunk,29,England,78,79,Brighton & Hove Albion,13000000.0,56000.0,CB
S. Ortega,28,Germany,78,80,DSC Arminia Bielefeld,12000000.0,22000.0,GK
D. Sidibé,28,France,78,78,AS Monaco,12500000.0,48000.0,RB
Felipe Anderson,28,Brazil,78,78,Lazio,14000000.0,58000.0,LM
Héctor Bellerín,26,Spain,78,81,Real Betis Balompié,17000000.0,69000.0,RB
Mário Rui,30,Portugal,78,78,Napoli,12000000.0,54000.0,LB
Denis Suárez,27,Spain,78,79,RC Celta de Vigo,16000000.0,26000.0,CM
A. Younes,27,Germany,78,78,Eintracht Frankfurt,15000000.0,59000.0,CAM
P. Bamford,27,England,78,78,Leeds United,15000000.0,82000.0,ST
Moi Gómez,27,Spain,78,78,Villarreal CF,15000000.0,33000.0,LM
Roberto Torres,32,Spain,78,78,CA Osasuna,11000000.0,30000.0,RM
William Carvalho,29,Portugal,78,78,Real Betis Balompié,12000000.0,25000.0,CDM
B. Cristante,26,Italy,78,82,Roma,17500000.0,47000.0,CDM
J. Hector,31,Germany,78,78,1. FC Köln,10000000.0,28000.0,CDM
F. Mollet,29,France,78,78,Montpellier Hérault SC,14000000.0,30000.0,CAM
M. Halstenberg,29,Germany,78,78,RB Leipzig,12000000.0,64000.0,CB
Emerson,26,Italy,78,79,Olympique Lyonnais,15000000.0,85000.0,LB
Carles Gil,28,Spain,78,78,New England Revolution,14000000.0,11000.0,CAM
M. Dembélé,24,France,78,82,Olympique Lyonnais,20500000.0,57000.0,ST
Ricardo Esgaio,28,Portugal,78,78,Sporting CP,12500000.0,15000.0,RWB
T. Mings,28,England,78,80,Aston Villa,14000000.0,61000.0,CB
J. Tah,25,Germany,78,82,Bayer 04 Leverkusen,17500000.0,43000.0,CB
Puertas,29,Spain,78,78,Granada CF,14000000.0,27000.0,RM
Thiago Mendes,29,Brazil,78,78,Olympique Lyonnais,12000000.0,57000.0,CDM
Helton Leite,30,Brazil,78,79,SL Benfica,10500000.0,12000.0,GK
Adama Traoré,25,Spain,78,81,Wolverhampton Wanderers,18500000.0,79000.0,RW
B. Bourigeaud,27,France,78,79,Stade Rennais FC,16000000.0,47000.0,CM
C. Izquierdoz,32,Argentina,78,78,Boca Juniors,9000000.0,18000.0,CB
L. Alario,28,Argentina,78,78,Bayer 04 Leverkusen,14500000.0,56000.0,ST
Ayoze Pérez,27,Spain,78,78,Leicester City,15000000.0,95000.0,RW
Dani García,31,Spain,78,78,Athletic Club de Bilbao,11500000.0,29000.0,CM
L. Dubois,26,France,78,79,Olympique Lyonnais,15000000.0,55000.0,RB
Álex Moreno,28,Spain,78,78,Real Betis Balompié,12500000.0,25000.0,LB
Sequeira,30,Portugal,78,78,SC Braga,12000000.0,16000.0,LB
S. Gigot,27,France,78,81,Spartak Moskva,16000000.0,51000.0,CB
L. Ajorque,27,France,78,79,RC Strasbourg Alsace,16500000.0,29000.0,ST
B. Santamaria,26,France,78,80,Stade Rennais FC,15500000.0,43000.0,CDM
O. Watkins,25,England,78,83,Aston Villa,21000000.0,67000.0,ST
M. Friedrich,25,Germany,78,80,1. FC Union Berlin,15500000.0,29000.0,CB
Jony,29,Spain,78,78,Lazio,14000000.0,58000.0,LM
Sergio Herrera,28,Spain,78,80,CA Osasuna,12000000.0,24000.0,GK
C. Pavón,25,Argentina,78,81,Boca Juniors,18500000.0,20000.0,LW
J. Bowen,24,England,78,83,West Ham United,21000000.0,57000.0,RM
David García,27,Spain,78,81,CA Osasuna,16000000.0,28000.0,CB
G. Rodríguez,26,Argentina,78,79,Real Betis Balompié,15000000.0,24000.0,CDM
Daniel Podence,25,Portugal,78,81,Wolverhampton Wanderers,18500000.0,79000.0,LW
A. Fulgini,24,France,78,82,Angers SCO,20000000.0,23000.0,CAM
Gelson Martins,26,Portugal,78,79,AS Monaco,16500000.0,50000.0,RM
M. Cash,23,England,78,83,Aston Villa,20000000.0,50000.0,RB
E. Konsa,23,England,78,84,Aston Villa,20000000.0,50000.0,CB
Nuno Santos,26,Portugal,78,79,Sporting CP,16500000.0,17000.0,LW
E. Audero,24,Italy,78,81,U.C. Sampdoria,15000000.0,14000.0,GK
D. Calabria,24,Italy,78,81,AC Milan,18000000.0,31000.0,RB
Gerson Armão,21,Brazil,78,78,Internacional,15000000.0,20000.0,LB
Wellington Sabrão,33,Brazil,78,78,Flamengo,7500000.0,37000.0,RB
Antônio Chiamuloira,21,Brazil,78,78,Internacional,14500000.0,20000.0,CB
Vincente Dourado,25,Brazil,78,78,Flamengo,13500000.0,35000.0,CB
Everticinho,21,Brazil,78,78,RB Bragantino,15000000.0,13000.0,RB
Albertinho Dutra,29,Brazil,78,78,São Paulo,14000000.0,45000.0,LW
Guilson Paiva,25,Brazil,78,78,Flamengo,15500000.0,38000.0,RM
Arturo Inálcio,21,Brazil,78,78,Flamengo,16500000.0,30000.0,CM
Fredditinho,33,Brazil,78,78,Palmeiras,9000000.0,43000.0,ST
Matheus Bardeira,21,Brazil,78,78,Fortaleza,17000000.0,14000.0,ST
Prazeracinho,21,Brazil,78,78,Flamengo,16500000.0,33000.0,LW
G. Montiel,24,Argentina,78,84,Sevilla FC,21000000.0,23000.0,RB
T. Abraham,23,England,78,86,Roma,31500000.0,49000.0,ST
Brahim,21,Spain,78,86,AC Milan,31500000.0,30000.0,CAM
A. Lafont,22,France,78,83,FC Nantes,17500000.0,18000.0,GK
J. Harrison,24,England,78,84,Leeds United,22000000.0,66000.0,LM
R. Le Normand,24,France,78,83,Real Sociedad,19000000.0,26000.0,CB
Domingos Duarte,26,Portugal,78,82,Granada CF,17500000.0,24000.0,CB
Luiz Felipe,24,Brazil,78,85,Lazio,26000000.0,44000.0,CB
I. Konaté,22,France,78,86,Liverpool,29500000.0,73000.0,CB
N. Zaniolo,21,Italy,78,87,Roma,31500000.0,38000.0,CAM
D. Zagadou,22,France,78,84,Borussia Dortmund,20500000.0,42000.0,CB
Pedro Neto,21,Portugal,78,85,Wolverhampton Wanderers,28500000.0,62000.0,LW
M. Pessina,24,Italy,78,85,Atalanta,28000000.0,42000.0,CAM
B. Soumaré,22,France,78,85,Leicester City,27000000.0,68000.0,CDM
A. Gouiri,21,France,78,85,OGC Nice,29000000.0,29000.0,ST
Junior Firpo,24,Spain,78,82,Leeds United,18500000.0,59000.0,LB
Luis Milla,26,Spain,78,82,Granada CF,17500000.0,24000.0,CDM
De Frutos,24,Spain,78,84,Levante Unión Deportiva,22000000.0,26000.0,RM
Puado,23,Spain,78,85,RCD Espanyol de Barcelona,28000000.0,19000.0,LM
Y. Fofana,22,France,78,83,AS Monaco,21500000.0,43000.0,CM
M. Greenwood,19,England,78,89,Manchester United,30500000.0,56000.0,RM
M. Caqueret,21,France,78,86,Olympique Lyonnais,31500000.0,44000.0,CM
Carlos Neva,25,Spain,78,83,Granada CF,19000000.0,23000.0,LB
E. Camavinga,18,France,78,89,Real Madrid CF,29500000.0,44000.0,CM
W. Fofana,20,France,78,86,Leicester City,29000000.0,57000.0,CB
Nuno Mendes,19,Portugal,78,88,Paris Saint-Germain,29000000.0,8000.0,LWB
F. Wirtz,18,Germany,78,89,Bayer 04 Leverkusen,29500000.0,18000.0,CAM
Quaresma,37,Portugal,77,77,Vitória de Guimarães,3400000.0,10000.0,RW
Diego López,39,Spain,77,77,RCD Espanyol de Barcelona,1200000.0,9000.0,GK
Soldado,36,Spain,77,77,Levante Unión Deportiva,3600000.0,23000.0,ST
Jorge Molina,39,Spain,77,77,Granada CF,3600000.0,19000.0,ST
L. Biglia,35,Argentina,77,77,Fatih Karagümrük S.K.,3000000.0,11000.0,CDM
D. Valeri,35,Argentina,77,77,Portland Timbers,4300000.0,7000.0,CAM
Marcano,34,Spain,77,77,FC Porto,3400000.0,13000.0,CB
Joselu,31,Spain,77,77,Deportivo Alavés,9000000.0,27000.0,ST
K. Gameiro,34,France,77,77,RC Strasbourg Alsace,5000000.0,27000.0,ST
M. Valbuena,36,France,77,77,Olympiacos CFP,3400000.0,1000.0,LW
D. Da Silva,33,France,77,77,Olympique Lyonnais,5000000.0,51000.0,CB
Víctor Díaz,33,Spain,77,77,Granada CF,5500000.0,22000.0,RB
P. Piatti,32,Argentina,77,77,Elche CF,8500000.0,22000.0,RM
Alan Kardec,32,Brazil,77,77,Shenzhen FC,8500000.0,15000.0,ST
Luiz Gustavo,33,Brazil,77,77,Fenerbahçe SK,5000000.0,43000.0,CDM
Alex Teixeira,31,Brazil,77,77,Beşiktaş JK,9000000.0,46000.0,ST
Rochina,30,Spain,77,77,Granada CF,10000000.0,24000.0,RM
M. Lanzini,28,Argentina,77,77,West Ham United,10500000.0,64000.0,CAM
Aridane,32,Spain,77,77,CA Osasuna,7000000.0,26000.0,CB
Cote,31,Spain,77,77,CA Osasuna,7500000.0,26000.0,LB
De Marcos,32,Spain,77,77,Athletic Club de Bilbao,7500000.0,25000.0,RB
Oier,35,Spain,77,77,CA Osasuna,3000000.0,19000.0,CDM
S. Blanco,33,Argentina,77,77,Portland Timbers,6500000.0,10000.0,LM
G. Pezzella,30,Argentina,77,77,Real Betis Balompié,8500000.0,22000.0,CB
André Almeida,30,Portugal,77,77,SL Benfica,9000000.0,13000.0,RB
Hugo Mallo,30,Spain,77,77,RC Celta de Vigo,9000000.0,22000.0,RB
C. Dawson,31,England,77,77,West Ham United,7000000.0,56000.0,CB
A. Townsend,29,England,77,77,Everton,10500000.0,74000.0,RM
Willian José,29,Brazil,77,77,Real Betis Balompié,10500000.0,35000.0,ST
M. Faraoni,29,Italy,77,77,Hellas Verona,9500000.0,27000.0,RWB
J. Tavernier,29,England,77,77,Rangers FC,9500000.0,50000.0,RB
D. Caligiuri,33,Italy,77,77,FC Augsburg,6500000.0,26000.0,RM
F. Lejeune,30,France,77,77,Deportivo Alavés,8500000.0,23000.0,CB
J. Guilavogui,30,France,77,77,VfL Wolfsburg,9000000.0,50000.0,CDM
C. Goldson,28,England,77,78,Rangers FC,10000000.0,50000.0,CB
S. Rode,30,Germany,77,77,Eintracht Frankfurt,9000000.0,26000.0,CDM
N. Schulz,28,Germany,77,77,Borussia Dortmund,9500000.0,48000.0,LB
Pablo,30,Brazil,77,77,FC Lokomotiv Moscow,8500000.0,43000.0,CB
David López,31,Spain,77,77,RCD Espanyol de Barcelona,7000000.0,19000.0,CB
Aleix Vidal,31,Spain,77,77,RCD Espanyol de Barcelona,7500000.0,19000.0,RB
J. Roussillon,28,France,77,77,VfL Wolfsburg,9500000.0,52000.0,LB
A. Schwolow,29,Germany,77,79,Hertha BSC,8500000.0,34000.0,GK
G. Defrel,30,France,77,77,U.S. Sassuolo Calcio,10000000.0,33000.0,CAM
D. Foulquier,28,France,77,77,Valencia CF,9500000.0,32000.0,RB
J. Lascelles,27,England,77,80,Newcastle United,12000000.0,37000.0,CB
Luís Neto,33,Portugal,77,77,Sporting CP,5000000.0,13000.0,CB
Clerc,29,Spain,77,77,Levante Unión Deportiva,9500000.0,27000.0,LB
P. Gazzaniga,29,Argentina,77,77,Fulham,7000000.0,43000.0,GK
S. Johnstone,28,England,77,80,West Bromwich Albion,9500000.0,35000.0,GK
Sergio Rico,27,Spain,77,79,Paris Saint-Germain,9500000.0,49000.0,GK
Óliver Torres,26,Spain,77,80,Sevilla FC,13500000.0,27000.0,CM
Romarinho,30,Brazil,77,77,Al Ittihad,10000000.0,39000.0,CAM
Bruno Peres,31,Brazil,77,77,Trabzonspor,7500000.0,26000.0,RB
Samu Castillejo,26,Spain,77,77,AC Milan,11500000.0,41000.0,RW
D. Rugani,26,Italy,77,79,Juventus,11500000.0,60000.0,CB
André Gomes,27,Portugal,77,77,Everton,11000000.0,71000.0,CM
N. Maupay,24,France,77,82,Brighton & Hove Albion,16000000.0,52000.0,ST
R. Gagliardini,27,Italy,77,77,Inter,10000000.0,73000.0,CDM
Y. Gerhardt,27,Germany,77,78,VfL Wolfsburg,12000000.0,55000.0,CM
Diego Llorente,27,Spain,77,79,Leeds United,11000000.0,65000.0,CB
Santi Mina,25,Spain,77,81,RC Celta de Vigo,15000000.0,25000.0,ST
M. Kranevitter,28,Argentina,77,78,CF Monterrey,10000000.0,45000.0,CDM
I. Marcone,31,Argentina,77,77,Elche CF,7500000.0,20000.0,CDM
M. Casco,33,Argentina,77,77,River Plate,5500000.0,17000.0,LB
F. Angileri,27,Argentina,77,78,River Plate,11000000.0,17000.0,LB
S. Guirassy,25,France,77,81,Stade Rennais FC,15000000.0,46000.0,ST
M. Philipp,27,Germany,77,78,VfL Wolfsburg,12500000.0,59000.0,CF
J. Palomino,31,Argentina,77,77,Atalanta,7000000.0,41000.0,CB
M. Targett,25,England,77,82,Aston Villa,14500000.0,52000.0,LB
G. Escalante,28,Argentina,77,78,Lazio,10000000.0,50000.0,CDM
J. Ledesma,28,Argentina,77,80,Cádiz CF,9500000.0,24000.0,GK
J. Amavi,27,France,77,78,Olympique de Marseille,11000000.0,34000.0,LB
L. Waldschmidt,25,Germany,77,82,VfL Wolfsburg,15500000.0,57000.0,CF
Zaldúa,29,Spain,77,77,Real Sociedad,9500000.0,30000.0,RB
J. Dinenno,26,Argentina,77,78,Club Universidad Nacional,12500000.0,17000.0,ST
M. Zaccagni,26,Italy,77,80,Lazio,14000000.0,57000.0,CF
Unai López,25,Spain,77,81,Rayo Vallecano,14500000.0,21000.0,CM
H. Winks,25,England,77,80,Tottenham Hotspur,12500000.0,66000.0,CDM
Dani Ceballos,24,Spain,77,80,Real Madrid CF,14500000.0,100000.0,CM
Petros,32,Brazil,77,77,Al Nassr,8500000.0,39000.0,CM
V. Rongier,26,France,77,80,Olympique de Marseille,13500000.0,38000.0,CM
P. Bernardoni,24,France,77,82,Angers SCO,13000000.0,15000.0,GK
Fábio Martins,27,Portugal,77,77,SC Braga,11000000.0,16000.0,LM
G. Castrovilli,24,Italy,77,81,Fiorentina,15000000.0,43000.0,CM
M. Holgate,24,England,77,81,Everton,13500000.0,56000.0,CB
N. Amiri,24,Germany,77,81,Bayer 04 Leverkusen,15000000.0,41000.0,CAM
B. Godfrey,23,England,77,85,Everton,22000000.0,56000.0,CB
Rubén Duarte,25,Spain,77,82,Deportivo Alavés,14500000.0,22000.0,LB
A. Rossi,25,Argentina,77,82,Boca Juniors,12500000.0,13000.0,GK
Soares,30,Brazil,77,77,Olympiacos CFP,10500000.0,2000.0,ST
Melero,27,Spain,77,78,Levante Unión Deportiva,12000000.0,28000.0,CM
B. Romero,30,Argentina,77,77,River Plate,10500000.0,20000.0,ST
K. Walker-Peters,24,England,77,82,Southampton,15000000.0,41000.0,RB
R. Holding,25,England,77,81,Arsenal,13000000.0,62000.0,CB
Pedraza,25,Spain,77,82,Villarreal CF,14500000.0,27000.0,LB
Matheus Pereira,25,Brazil,77,81,Al Hilal,14500000.0,37000.0,CAM
A. Disasi,23,France,77,82,AS Monaco,14500000.0,37000.0,CB
F. Centonze,25,France,77,80,FC Metz,13000000.0,18000.0,RWB
F. Maouassa,22,France,77,80,Club Brugge KV,13500000.0,21000.0,LB
Lucas Mantela,21,Brazil,77,77,Palmeiras,9500000.0,18000.0,GK
Alexo Baia,33,Brazil,77,77,Clube Atlético Mineiro,5500000.0,32000.0,RB
Enzo Chissano,29,Brazil,77,77,Palmeiras,9500000.0,36000.0,LB
Claudio Coíntra,25,Brazil,77,77,Palmeiras,11500000.0,36000.0,CAM
Wagner Laranjo,37,Brazil,77,77,Palmeiras,2100000.0,25000.0,CDM
Andeson Trigo,33,Brazil,77,77,Fluminense,5500000.0,23000.0,LB
Jadsinho Mei,25,Brazil,77,77,Flamengo,10500000.0,33000.0,CDM
Rodrigo Vuarte,29,Brazil,77,77,Clube Atlético Mineiro,9000000.0,34000.0,CDM
Victildinho,25,Brazil,77,77,Palmeiras,10500000.0,33000.0,RB
Vieirundinho,33,Brazil,77,77,Santos,5000000.0,26000.0,CB
Nuno Padrenda,25,Brazil,77,77,Clube Atlético Mineiro,12000000.0,37000.0,ST
Muo Cadete,21,Brazil,77,77,Palmeiras,12500000.0,28000.0,LM
Sidney Pessinho,29,Brazil,77,77,Internacional,9000000.0,27000.0,CDM
A. Lookman,23,England,77,83,Leicester City,16500000.0,54000.0,LM
L. Blas,23,France,77,83,FC Nantes,16500000.0,24000.0,CAM
R. Perraud,23,France,77,83,Southampton,15500000.0,41000.0,LB
E. Palacios,22,Argentina,77,83,Bayer 04 Leverkusen,17000000.0,41000.0,CM
J. Justin,23,England,77,83,Leicester City,15500000.0,64000.0,LWB
Rafa Mir,24,Spain,77,84,Sevilla FC,21500000.0,26000.0,ST
I. Diop,24,France,77,83,West Ham United,15000000.0,48000.0,CB
F. Uduokhai,23,Germany,77,82,FC Augsburg,14500000.0,21000.0,CB
Caio Henrique,23,Brazil,77,81,AS Monaco,14000000.0,37000.0,LB
Luiz Araújo,25,Brazil,77,80,Atlanta United,14000000.0,10000.0,RM
Marcão,25,Brazil,77,81,Galatasaray SK,13000000.0,46000.0,CB
E. Reynoso,25,Argentina,77,81,Minnesota United FC,14500000.0,10000.0,CAM
Gedson Fernandes,22,Portugal,77,83,SL Benfica,17000000.0,13000.0,CM
V. Rosier,24,France,77,82,Beşiktaş JK,15000000.0,11000.0,RB
Salvi Sánchez,30,Spain,77,77,Cádiz CF,10000000.0,30000.0,RM
F. Müller,23,Germany,77,82,VfB Stuttgart,13000000.0,18000.0,GK
E. Eze,23,England,77,83,Crystal Palace,16500000.0,45000.0,LM
Marc Roca,24,Spain,77,82,FC Bayern München,14500000.0,49000.0,CDM
E. Ndicka,21,France,77,84,Eintracht Frankfurt,20000000.0,19000.0,CB
F. Bustos,25,Argentina,77,80,Club Atlético Independiente,13000000.0,14000.0,RB
A. Claude-Maurice,23,France,77,83,OGC Nice,16500000.0,28000.0,CAM
M. Guendouzi,22,France,77,84,Olympique de Marseille,20000000.0,56000.0,CDM
Douglas Luiz,23,Brazil,77,82,Aston Villa,14500000.0,47000.0,CDM
R. Koch,24,Germany,77,84,Leeds United,19500000.0,56000.0,CB
Xeka,26,Portugal,77,80,LOSC Lille,12500000.0,32000.0,CDM
M. Terrier,24,France,77,81,Stade Rennais FC,15500000.0,42000.0,ST
Wilson Manafá,26,Portugal,77,78,FC Porto,11500000.0,13000.0,RB
Pepê,24,Brazil,77,82,FC Porto,16000000.0,14000.0,LW
J. Clauss,28,France,77,77,Racing Club de Lens,9500000.0,29000.0,RWB
Galeno,23,Brazil,77,84,SC Braga,21000000.0,14000.0,LM
N. González,23,Argentina,77,83,Fiorentina,17000000.0,47000.0,ST
